transaction_id,account_id,customer_id,txn_date,txn_time,txn_type,channel,description,counterparty_name,counterparty_bank,counterparty_country,amount,running_balance,is_alerted,alert_id
TXN-000919,ACC-0051,CUST-0019,2025-10-03,09:02:40,ACH Debit,ACH,Commercial Utility Payment,Utility Services USA,Metro Utility Bank,USA,549.64,48772.40,false,
TXN-000920,ACC-0005,CUST-0002,2025-10-03,13:30:34,ACH Debit,ACH,Utility Payment,Green Electric Utility,Metro Utility Bank,USA,178.99,442560.86,false,
TXN-000921,ACC-0012,CUST-0004,2025-10-03,14:48:40,POS Debit,Debit Card,Grocery Purchase,FreshMart Grocery,First National Bank — US,USA,213.64,156877.05,false,
TXN-000922,ACC-0002,CUST-0001,2025-10-03,15:16:20,ACH Debit,ACH,Utility Payment,Green Electric Utility,Metro Utility Bank,USA,88.05,384259.04,false,
TXN-000923,ACC-0039,CUST-0015,2025-10-03,16:25:02,Wire Debit,Wire,International Wire Transfer,Aung Min Trading,Mandalay Trade Bank,Myanmar,21268.07,974486.50,true,ALERT-2025-00725
TXN-000924,ACC-0039,CUST-0015,2025-10-03,16:50:53,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Continental Trust Bank,USA,82810.83,891675.67,true,ALERT-2025-00718
TXN-000925,ACC-0038,CUST-0015,2025-10-04,08:40:09,Cash Deposit,Branch,Cash Deposit,,,USA,36671.50,205256.97,true,ALERT-2025-00705
TXN-000926,ACC-0037,CUST-0015,2025-10-04,12:31:18,Wire Debit,Wire,International Wire Transfer,Nevsky Trade Bureau,Volga Correspondent Bank,Russia,48946.58,673820.47,true,ALERT-2025-00704
TXN-000927,ACC-0039,CUST-0015,2025-10-05,11:15:04,Wire Debit,Wire,International Wire Transfer,Aden Freight Services,Sanaa Exchange Bank,Yemen,23652.61,868023.06,true,ALERT-2025-00729
TXN-000928,ACC-0038,CUST-0015,2025-10-05,11:37:38,ACH Debit,ACH,Payroll Payment,Payroll Processing Co,First National Bank — US,USA,42869.62,162387.35,false,
TXN-000929,ACC-0038,CUST-0015,2025-10-05,14:01:31,Cash Deposit,Branch,Cash Deposit,,,USA,40518.13,202905.48,true,ALERT-2025-00727
TXN-000930,ACC-0049,CUST-0018,2025-10-05,16:32:00,Wire Debit,Wire,Supplier Payment,Supplier Payment Clearing,Continental Trust Bank,USA,88615.49,78025.72,false,
TXN-000931,ACC-0037,CUST-0015,2025-10-05,16:57:03,Wire Debit,Wire,Outgoing Wire Transfer,Metro FX Clearing,Metro Regional Bank,USA,33703.88,640116.59,true,ALERT-2025-00716
TXN-000932,ACC-0039,CUST-0015,2025-10-06,08:44:15,Wire Debit,Wire,International Wire Transfer,Yadanar Logistics,Mandalay Trade Bank,Myanmar,56501.75,811521.31,true,ALERT-2025-00711
TXN-000933,ACC-0037,CUST-0015,2025-10-06,11:47:16,Cash Deposit,Branch,Cash Deposit,,,USA,8748.73,648865.32,true,ALERT-2025-00713
TXN-000934,ACC-0038,CUST-0015,2025-10-06,17:56:44,Cash Deposit,Branch,Cash Deposit,,,USA,9281.88,212187.36,true,ALERT-2025-00740
TXN-000935,ACC-0038,CUST-0015,2025-10-07,11:04:00,Cash Deposit,Branch,Cash Deposit,,,USA,31981.44,244168.80,true,ALERT-2025-00719
TXN-000936,ACC-0037,CUST-0015,2025-10-07,16:06:59,Wire Debit,Wire,International Wire Transfer,Nevsky Trade Bureau,Volga Correspondent Bank,Russia,82902.39,565962.93,true,ALERT-2025-00744
TXN-000937,ACC-0037,CUST-0015,2025-10-08,08:25:31,Wire Debit,Wire,International Wire Transfer,Damascus General Trading,Levant Correspondent Bank,Syria,39687.74,526275.19,true,ALERT-2025-00750
TXN-000938,ACC-0037,CUST-0015,2025-10-08,08:44:21,Cash Deposit,Branch,Cash Deposit,,,USA,9853.56,536128.75,true,ALERT-2025-00724
TXN-000939,ACC-0039,CUST-0015,2025-10-08,09:25:37,Wire Debit,Wire,International Wire Transfer,Volga Industrial Supply,Moscow Industrial Bank,Russia,70274.25,741247.06,true,ALERT-2025-00736
TXN-000940,ACC-0038,CUST-0015,2025-10-08,10:45:39,Cash Deposit,Branch,Cash Deposit,,,USA,9860.56,254029.36,true,ALERT-2025-00749
TXN-000941,ACC-0037,CUST-0015,2025-10-08,10:59:02,Cash Deposit,Branch,Cash Deposit,,,USA,8800.40,544929.15,true,ALERT-2025-00745
TXN-000942,ACC-0037,CUST-0015,2025-10-08,14:06:10,Cash Deposit,Branch,Cash Deposit,,,USA,19516.09,564445.24,true,ALERT-2025-00726
TXN-000943,ACC-0038,CUST-0015,2025-10-09,08:22:03,Cash Deposit,Branch,Cash Deposit,,,USA,8949.85,262979.21,true,ALERT-2025-00753
TXN-000944,ACC-0037,CUST-0015,2025-10-09,08:26:20,Wire Debit,Wire,International Wire Transfer,Yadanar Logistics,Yangon Commercial Bank,Myanmar,74032.86,490412.38,true,ALERT-2025-00722
TXN-000945,ACC-0037,CUST-0015,2025-10-09,08:43:30,Cash Deposit,Branch,Cash Deposit,,,USA,9450.94,499863.32,true,ALERT-2025-00739
TXN-000946,ACC-0039,CUST-0015,2025-10-09,08:52:13,Wire Debit,Wire,International Wire Transfer,Aung Min Trading,Yangon Commercial Bank,Myanmar,76911.99,664335.07,true,ALERT-2025-00734
TXN-000947,ACC-0037,CUST-0015,2025-10-09,09:21:26,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Metro Regional Bank,USA,41848.94,458014.38,true,ALERT-2025-00723
TXN-000948,ACC-0037,CUST-0015,2025-10-09,09:31:46,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Atlantic Correspondent Bank,USA,29828.71,428185.67,true,ALERT-2025-00731
TXN-000949,ACC-0037,CUST-0015,2025-10-09,10:01:11,Wire Debit,Wire,International Wire Transfer,Damascus General Trading,Damascus Mercantile Bank,Syria,34110.71,394074.96,true,ALERT-2025-00732
TXN-000950,ACC-0039,CUST-0015,2025-10-09,13:53:45,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Atlantic Correspondent Bank,USA,28566.18,635768.89,true,ALERT-2025-00730
TXN-000951,ACC-0022,CUST-0009,2025-10-10,09:09:51,ACH Credit,ACH,Monthly Salary Credit,Ramirez Contracting LLC,Payroll Clearing Bank,USA,8570.80,175829.99,false,
TXN-000952,ACC-0037,CUST-0015,2025-10-10,10:08:15,Wire Debit,Wire,International Wire Transfer,Taiz General Trading,Aden Commercial Bank,Yemen,55440.47,338634.49,true,ALERT-2025-00738
TXN-000953,ACC-0037,CUST-0015,2025-10-10,14:09:39,Cash Deposit,Branch,Cash Deposit,,,USA,40333.42,378967.91,true,ALERT-2025-00752
TXN-000954,ACC-0038,CUST-0015,2025-10-10,16:35:22,Cash Deposit,Branch,Cash Deposit,,,USA,20641.22,283620.43,true,ALERT-2025-00759
TXN-000955,ACC-0037,CUST-0015,2025-10-11,08:07:30,Wire Debit,Wire,Outgoing Wire Transfer,Metro FX Clearing,Continental Trust Bank,USA,79721.90,299246.01,true,ALERT-2025-00763
TXN-000956,ACC-0045,CUST-0017,2025-10-11,08:09:00,ACH Debit,ACH,Commercial Rent Payment,Commercial Property Services,Atlantic Correspondent Bank,USA,10804.56,2391867.79,false,
TXN-000957,ACC-0038,CUST-0015,2025-10-11,10:06:56,Cash Deposit,Branch,Cash Deposit,,,USA,8743.49,292363.92,true,ALERT-2025-00755
TXN-000958,ACC-0038,CUST-0015,2025-10-11,13:25:26,Cash Deposit,Branch,Cash Deposit,,,USA,9055.52,301419.44,true,ALERT-2025-00737
TXN-000959,ACC-0037,CUST-0015,2025-10-12,09:04:23,Wire Debit,Wire,Outgoing Wire Transfer,Metro FX Clearing,Gateway National Bank,USA,87370.97,211875.04,true,ALERT-2025-00769
TXN-000960,ACC-0039,CUST-0015,2025-10-12,15:09:43,Wire Debit,Wire,Trade Payment - Invoice INV72207,Istanbul Marine Parts,Anatolia Merchant Bank,Turkey,60000.00,575768.89,true,ALERT-2025-00743
TXN-000961,ACC-0038,CUST-0015,2025-10-13,08:41:02,Cash Deposit,Branch,Cash Deposit,,,USA,9051.49,310470.93,true,ALERT-2025-00770
TXN-000962,ACC-0040,CUST-0016,2025-10-13,10:16:32,ACH Credit,ACH,Client Invoice Payment,Client Invoice Payment,Gateway National Bank,USA,54889.42,159233.80,false,
TXN-000963,ACC-0037,CUST-0015,2025-10-13,11:59:35,Wire Debit,Wire,International Wire Transfer,Aden Freight Services,Aden Commercial Bank,Yemen,18155.46,193719.58,true,ALERT-2025-00767
TXN-000964,ACC-0037,CUST-0015,2025-10-13,15:41:56,Cash Deposit,Branch,Cash Deposit,,,USA,41510.89,235230.47,true,ALERT-2025-00741
TXN-000965,ACC-0039,CUST-0015,2025-10-13,16:44:58,Wire Debit,Wire,International Wire Transfer,Isfahan Merchant House,Tehran Commerce Bank,Iran,72461.17,503307.72,true,ALERT-2025-00765
TXN-000966,ACC-0039,CUST-0015,2025-10-14,14:18:39,Wire Debit,Wire,International Wire Transfer,Aung Min Trading,Yangon Commercial Bank,Myanmar,59732.39,443575.33,true,ALERT-2025-00742
TXN-000967,ACC-0038,CUST-0015,2025-10-15,11:15:51,Cash Deposit,Branch,Cash Deposit,,,USA,8739.30,319210.23,true,ALERT-2025-00758
TXN-000968,ACC-0037,CUST-0015,2025-10-15,11:22:06,Cash Deposit,Branch,Cash Deposit,,,USA,9388.11,244618.58,true,ALERT-2025-00751
TXN-000969,ACC-0039,CUST-0015,2025-10-15,12:46:07,Wire Debit,Wire,International Wire Transfer,Isfahan Merchant House,Tehran Commerce Bank,Iran,70101.38,373473.95,true,ALERT-2025-00768
TXN-000970,ACC-0020,CUST-0008,2025-10-15,14:12:22,ACH Credit,ACH,Monthly Salary Credit,Lakefront Wealth Advisors,Payroll Clearing Bank,USA,10771.37,82310.82,false,
TXN-000971,ACC-0040,CUST-0016,2025-10-16,09:42:53,Cash Deposit,Branch,Cash Deposit,,,USA,23300.67,182534.47,true,ALERT-2025-00783
TXN-000972,ACC-0037,CUST-0015,2025-10-16,13:11:07,Cash Deposit,Branch,Cash Deposit,,,USA,9000.18,253618.76,true,ALERT-2025-00754
TXN-000973,ACC-0039,CUST-0015,2025-10-16,15:01:14,Wire Debit,Wire,International Wire Transfer,Kaveh Mohammadi,Parsian Bank,Iran,36969.30,336504.65,true,ALERT-2025-00775
TXN-000974,ACC-0037,CUST-0015,2025-10-16,15:23:11,Cash Deposit,Branch,Cash Deposit,,,USA,9002.31,262621.07,true,ALERT-2025-00756
TXN-000975,ACC-0040,CUST-0016,2025-10-17,09:14:11,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Metro Regional Bank,USA,17639.53,164894.94,true,ALERT-2025-00788
TXN-000976,ACC-0040,CUST-0016,2025-10-17,13:39:01,Cash Deposit,Branch,Cash Deposit,,,USA,31989.96,196884.90,true,ALERT-2025-00776
TXN-000977,ACC-0037,CUST-0015,2025-10-17,15:06:50,Wire Debit,Wire,International Wire Transfer,Myo Thant Enterprises,Yangon Commercial Bank,Myanmar,24762.94,237858.13,true,ALERT-2025-00774
TXN-000978,ACC-0041,CUST-0016,2025-10-18,09:51:14,Cash Deposit,Branch,Cash Deposit,,,USA,36401.55,38401.55,true,ALERT-2025-00785
TXN-000979,ACC-0040,CUST-0016,2025-10-18,14:13:03,Cash Deposit,Branch,Cash Deposit,,,USA,35118.38,232003.28,true,ALERT-2025-00781
TXN-000980,ACC-0007,CUST-0003,2025-10-18,14:45:10,Card Debit,Online,Online Purchase,NorthStar Online Retail,Metro Regional Bank,USA,250.79,449420.80,false,
TXN-000981,ACC-0038,CUST-0015,2025-10-18,15:42:26,Cash Deposit,Branch,Cash Deposit,,,USA,9104.04,328314.27,true,ALERT-2025-00762
TXN-000982,ACC-0037,CUST-0015,2025-10-19,12:21:56,Cash Deposit,Branch,Cash Deposit,,,USA,8566.43,246424.56,true,ALERT-2025-00766
TXN-000983,ACC-0037,CUST-0015,2025-10-19,14:54:54,Wire Debit,Wire,International Wire Transfer,Aden Freight Services,Aden Commercial Bank,Yemen,38290.14,208134.42,true,ALERT-2025-00772
TXN-000984,ACC-0037,CUST-0015,2025-10-19,16:56:02,Wire Debit,Wire,Outgoing Wire Transfer,NorthBridge Capital LLC,Gateway National Bank,USA,57015.94,151118.48,true,ALERT-2025-00771
TXN-000985,ACC-0041,CUST-0016,2025-10-20,08:55:49,Cash Deposit,Branch,Cash Deposit,,,USA,36719.24,75120.79,true,ALERT-2025-00789
TXN-000986,ACC-0040,CUST-0016,2025-10-21,08:24:46,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Continental Trust Bank,USA,33598.67,198404.61,true,ALERT-2025-00795
TXN-000987,ACC-0039,CUST-0015,2025-10-21,08:52:49,Wire Debit,Wire,International Wire Transfer,Myo Thant Enterprises,Yangon Commercial Bank,Myanmar,41345.44,295159.21,true,ALERT-2025-00773
TXN-000988,ACC-0040,CUST-0016,2025-10-21,13:57:16,Cash Deposit,Branch,Cash Deposit,,,USA,25771.63,224176.24,true,ALERT-2025-00791
TXN-000989,ACC-0041,CUST-0016,2025-10-22,08:56:11,Cash Deposit,Branch,Cash Deposit,,,USA,30782.13,105902.92,true,ALERT-2025-00796
TXN-000990,ACC-0040,CUST-0016,2025-10-22,09:38:11,Wire Debit,Wire,Outgoing Wire Transfer,Gateway Settlement Partners,Atlantic Correspondent Bank,USA,33240.85,190935.39,true,ALERT-2025-00798
TXN-000991,ACC-0040,CUST-0016,2025-10-22,16:56:59,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Gateway National Bank,USA,43161.79,147773.60,true,ALERT-2025-00784
TXN-000992,ACC-0040,CUST-0016,2025-10-23,09:27:56,Cash Deposit,Branch,Cash Deposit,,,USA,38528.45,186302.05,true,ALERT-2025-00787
TXN-000993,ACC-0041,CUST-0016,2025-10-23,14:24:55,Cash Deposit,Branch,Cash Deposit,,,USA,24619.77,130522.69,true,ALERT-2025-00782
TXN-000994,ACC-0040,CUST-0016,2025-10-23,16:33:42,Wire Debit,Wire,Outgoing Wire Transfer,Metro FX Clearing,Gateway National Bank,USA,38296.45,148005.60,true,ALERT-2025-00780
TXN-000995,ACC-0041,CUST-0016,2025-10-23,16:55:29,Cash Deposit,Branch,Cash Deposit,,,USA,28429.23,158951.92,true,ALERT-2025-00799
TXN-000996,ACC-0040,CUST-0016,2025-10-23,17:28:35,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Metro Regional Bank,USA,14968.52,133037.08,true,ALERT-2025-00779
TXN-000997,ACC-0040,CUST-0016,2025-10-24,08:50:22,Cash Deposit,Branch,Cash Deposit,,,USA,28362.91,161399.99,true,ALERT-2025-00806
TXN-000998,ACC-0055,CUST-0020,2025-10-24,10:40:59,ACH Debit,ACH,Commercial Utility Payment,Utility Services USA,Metro Utility Bank,USA,1624.39,470763.16,false,
TXN-000999,ACC-0016,CUST-0006,2025-10-24,11:58:44,ACH Debit,ACH,Mortgage or Rent Payment,Riverstone Mortgage Servicing,Atlantic Correspondent Bank,USA,1938.48,50695.89,false,
TXN-001000,ACC-0042,CUST-0016,2025-10-24,14:18:29,Wire Debit,Wire,Outgoing Wire Transfer,Gateway Settlement Partners,Gateway National Bank,USA,30760.61,949184.01,true,ALERT-2025-00804
TXN-001001,ACC-0040,CUST-0016,2025-10-24,16:55:14,Wire Debit,Wire,Outgoing Wire Transfer,Gateway Settlement Partners,Metro Regional Bank,USA,32104.19,129295.80,true,ALERT-2025-00803
TXN-001002,ACC-0041,CUST-0016,2025-10-25,08:32:50,Cash Deposit,Branch,Cash Deposit,,,USA,23023.83,181975.75,true,ALERT-2025-00809
TXN-001003,ACC-0041,CUST-0016,2025-10-25,09:03:33,Cash Deposit,Branch,Cash Deposit,,,USA,23643.99,205619.74,true,ALERT-2025-00792
TXN-001004,ACC-0042,CUST-0016,2025-10-25,11:13:33,Wire Debit,Wire,Outgoing Wire Transfer,Gateway Settlement Partners,Metro Regional Bank,USA,32233.67,916950.34,true,ALERT-2025-00786
TXN-001005,ACC-0040,CUST-0016,2025-10-26,11:09:55,Cash Deposit,Branch,Cash Deposit,,,USA,39202.33,168498.13,true,ALERT-2025-00793
TXN-001006,ACC-0014,CUST-0005,2025-10-26,15:15:30,ACH Debit,ACH,Utility Payment,Green Electric Utility,Metro Utility Bank,USA,179.66,620593.82,false,
TXN-001007,ACC-0040,CUST-0016,2025-10-26,17:02:40,Cash Deposit,Branch,Cash Deposit,,,USA,32203.47,200701.60,true,ALERT-2025-00800
TXN-001008,ACC-0042,CUST-0016,2025-10-27,08:22:13,Wire Credit,Wire,Incoming Wire Transfer,Gateway Settlement Partners,Atlantic Correspondent Bank,USA,245365.84,1162316.18,true,ALERT-2025-00802
TXN-001009,ACC-0040,CUST-0016,2025-10-27,08:25:41,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Continental Trust Bank,USA,8605.17,192096.43,true,ALERT-2025-00822
TXN-001010,ACC-0028,CUST-0012,2025-10-27,12:56:10,ACH Credit,ACH,Monthly Salary Credit,Stone Legal PLLC,Payroll Clearing Bank,USA,13059.40,137694.06,false,
TXN-001011,ACC-0040,CUST-0016,2025-10-27,13:19:54,Cash Deposit,Branch,Cash Deposit,,,USA,32114.25,224210.68,true,ALERT-2025-00815
TXN-001012,ACC-0040,CUST-0016,2025-10-27,14:08:45,Cash Deposit,Branch,Cash Deposit,,,USA,27611.23,251821.91,true,ALERT-2025-00808
TXN-001013,ACC-0040,CUST-0016,2025-10-29,16:52:48,Cash Deposit,Branch,Cash Deposit,,,USA,34562.23,286384.14,true,ALERT-2025-00797
TXN-001014,ACC-0040,CUST-0016,2025-10-30,14:55:31,Wire Debit,Wire,Outgoing Wire Transfer,Metro FX Clearing,Continental Trust Bank,USA,30117.80,256266.34,true,ALERT-2025-00811
TXN-001015,ACC-0041,CUST-0016,2025-10-30,15:14:12,Cash Deposit,Branch,Cash Deposit,,,USA,39517.18,245136.92,true,ALERT-2025-00814
TXN-001016,ACC-0040,CUST-0016,2025-10-31,12:03:16,Wire Debit,Wire,Outgoing Wire Transfer,Gateway Settlement Partners,Gateway National Bank,USA,30372.58,225893.76,true,ALERT-2025-00818
TXN-001017,ACC-0041,CUST-0016,2025-10-31,12:12:11,Cash Deposit,Branch,Cash Deposit,,,USA,23260.79,268397.71,true,ALERT-2025-00801
TXN-001018,ACC-0040,CUST-0016,2025-10-31,13:19:58,Wire Debit,Wire,Outgoing Wire Transfer,Metro FX Clearing,Gateway National Bank,USA,30006.51,195887.25,true,ALERT-2025-00821
TXN-001019,ACC-0040,CUST-0016,2025-11-01,08:51:10,Cash Deposit,Branch,Cash Deposit,,,USA,19824.81,215712.06,true,ALERT-2025-00810
TXN-001020,ACC-0039,CUST-0015,2025-11-01,09:57:45,ACH Debit,ACH,Commercial Utility Payment,Utility Services USA,Metro Utility Bank,USA,2002.19,293157.02,false,
TXN-001021,ACC-0040,CUST-0016,2025-11-01,11:57:07,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Metro Regional Bank,USA,74570.86,141141.20,true,ALERT-2025-00816
TXN-001022,ACC-0041,CUST-0016,2025-11-01,13:56:08,Cash Deposit,Branch,Cash Deposit,,,USA,21188.85,289586.56,true,ALERT-2025-00825
TXN-001023,ACC-0040,CUST-0016,2025-11-01,17:13:12,Cash Deposit,Branch,Cash Deposit,,,USA,24635.43,165776.63,true,ALERT-2025-00831
TXN-001024,ACC-0041,CUST-0016,2025-11-02,09:00:22,Cash Deposit,Branch,Cash Deposit,,,USA,33257.96,322844.52,true,ALERT-2025-00812
TXN-001025,ACC-0041,CUST-0016,2025-11-02,14:52:02,Cash Deposit,Branch,Cash Deposit,,,USA,18356.22,341200.74,true,ALERT-2025-00832
TXN-001026,ACC-0040,CUST-0016,2025-11-02,15:31:44,Cash Deposit,Branch,Cash Deposit,,,USA,40710.02,206486.65,true,ALERT-2025-00829
TXN-001027,ACC-0042,CUST-0016,2025-11-02,17:57:59,Wire Debit,Wire,Outgoing Wire Transfer,Atlantic Liquidity Desk,Gateway National Bank,USA,51145.56,1111170.62,true,ALERT-2025-00835
TXN-001028,ACC-0040,CUST-0016,2025-11-03,08:42:32,Cash Deposit,Branch,Cash Deposit,,,USA,42170.05,248656.70,true,ALERT-2025-00823
TXN-001029,ACC-0040,CUST-0016,2025-11-03,14:59:58,Wire Credit,Wire,Incoming Wire Transfer,NorthBridge Capital LLC,Atlantic Correspondent Bank,USA,345869.75,594526.45,true,ALERT-2025-00826
TXN-001030,ACC-0029,CUST-0012,2025-11-03,16:06:48,ACH Debit,ACH,Mortgage or Rent Payment,Riverstone Mortgage Servicing,Atlantic Correspondent Bank,USA,1556.61,135893.88,false,
TXN-001031,ACC-0042,CUST-0016,2025-11-04,11:01:22,Wire Debit,Wire,Outgoing Wire Transfer,Gateway Settlement Partners,Continental Trust Bank,USA,30054.74,1081115.88,true,ALERT-2025-00817
TXN-001032,ACC-0040,CUST-0016,2025-11-04,17:16:52,Cash Deposit,Branch,Cash Deposit,,,USA,39199.11,633725.56,true,ALERT-2025-00813
TXN-001033,ACC-0041,CUST-0016,2025-11-04,17:50:47,Cash Deposit,Branch,Cash Deposit,,,USA,25257.74,366458.48,true,ALERT-2025-00819
TXN-001034,ACC-0040,CUST-0016,2025-11-04,17:59:57,Cash Deposit,Branch,Cash Deposit,,,USA,42631.72,676357.28,true,ALERT-2025-00833
TXN-001035,ACC-0042,CUST-0016,2025-11-05,09:28:11,Wire Debit,Wire,Outgoing Wire Transfer,Atlantic Liquidity Desk,Continental Trust Bank,USA,30007.22,1051108.66,true,ALERT-2025-00824
TXN-001036,ACC-0040,CUST-0016,2025-11-05,11:30:28,Wire Debit,Wire,Counterparty Screening Match,Eastern Star Holdings,Atlantic Correspondent Bank,USA,55369.68,620987.60,true,ALERT-2025-00846
TXN-001037,ACC-0021,CUST-0008,2025-11-05,11:45:51,ATM Withdrawal,ATM,ATM Withdrawal,City ATM Network,First National Bank — US,USA,409.61,75799.40,false,
TXN-001038,ACC-0041,CUST-0016,2025-11-05,15:26:49,Cash Deposit,Branch,Cash Deposit,,,USA,26245.10,392703.58,true,ALERT-2025-00839
TXN-001039,ACC-0041,CUST-0016,2025-11-07,10:40:40,Cash Deposit,Branch,Cash Deposit,,,USA,23959.59,416663.17,true,ALERT-2025-00830
TXN-001040,ACC-0040,CUST-0016,2025-11-07,10:58:24,Cash Deposit,Branch,Cash Deposit,,,USA,18978.27,639965.87,true,ALERT-2025-00849
TXN-001041,ACC-0046,CUST-0017,2025-11-07,11:18:00,Wire Debit,Wire,Outgoing Wire Transfer,Metro FX Clearing,Continental Trust Bank,USA,53436.97,916541.11,true,ALERT-2025-00856
TXN-001042,ACC-0041,CUST-0016,2025-11-07,12:27:24,Cash Deposit,Branch,Cash Deposit,,,USA,27901.32,444564.49,true,ALERT-2025-00848
TXN-001043,ACC-0041,CUST-0016,2025-11-07,12:50:12,Cash Deposit,Branch,Cash Deposit,,,USA,42649.72,487214.21,true,ALERT-2025-00845
TXN-001044,ACC-0040,CUST-0016,2025-11-07,14:57:59,Cash Deposit,Branch,Cash Deposit,,,USA,26425.86,666391.73,true,ALERT-2025-00827
TXN-001045,ACC-0044,CUST-0017,2025-11-07,14:58:11,Cash Deposit,Branch,Cash Deposit,,,USA,39320.06,3527086.35,true,ALERT-2025-00860
TXN-001046,ACC-0041,CUST-0016,2025-11-07,15:47:45,Cash Deposit,Branch,Cash Deposit,,,USA,26049.56,513263.77,true,ALERT-2025-00828
TXN-001047,ACC-0040,CUST-0016,2025-11-07,17:35:17,Cash Deposit,Branch,Cash Deposit,,,USA,26588.08,692979.81,true,ALERT-2025-00842
TXN-001048,ACC-0040,CUST-0016,2025-11-08,10:17:30,Cash Deposit,Branch,Cash Deposit,,,USA,31054.33,724034.14,true,ALERT-2025-00847
TXN-001049,ACC-0040,CUST-0016,2025-11-08,13:33:26,Cash Deposit,Branch,Cash Deposit,,,USA,34869.16,758903.30,true,ALERT-2025-00840
TXN-001050,ACC-0040,CUST-0016,2025-11-08,15:50:29,Wire Debit,Wire,Outgoing Wire Transfer,Metro FX Clearing,Gateway National Bank,USA,87685.77,671217.53,true,ALERT-2025-00836
TXN-001051,ACC-0007,CUST-0003,2025-11-08,16:19:04,ACH Credit,ACH,Monthly Salary Credit,Retired,Payroll Clearing Bank,USA,5505.44,454926.24,false,
TXN-001052,ACC-0044,CUST-0017,2025-11-09,12:31:53,Wire Debit,Wire,Outgoing Wire Transfer,NorthBridge Capital LLC,Continental Trust Bank,USA,60924.13,3466162.22,true,ALERT-2025-00865
TXN-001053,ACC-0013,CUST-0005,2025-11-09,13:39:13,ACH Debit,ACH,Mortgage or Rent Payment,Riverstone Mortgage Servicing,Atlantic Correspondent Bank,USA,4075.61,439293.01,false,
TXN-001054,ACC-0035,CUST-0014,2025-11-10,10:02:37,ACH Credit,ACH,Client Invoice Payment,Client Invoice Payment,Gateway National Bank,USA,30257.46,1233043.58,false,
TXN-001055,ACC-0040,CUST-0016,2025-11-10,11:00:14,Wire Debit,Wire,Counterparty Screening Match,Nova Commerce Group,Continental Trust Bank,USA,10601.40,660616.13,true,ALERT-2025-00854
TXN-001056,ACC-0046,CUST-0017,2025-11-10,11:07:01,Wire Debit,Wire,Outgoing Wire Transfer,Atlantic Liquidity Desk,Gateway National Bank,USA,60096.07,856445.04,true,ALERT-2025-00869
TXN-001057,ACC-0016,CUST-0006,2025-11-10,12:26:00,ACH Credit,ACH,Monthly Salary Credit,Cascade Cloud Systems,Payroll Clearing Bank,USA,7787.68,58483.57,false,
TXN-001058,ACC-0041,CUST-0016,2025-11-10,15:55:49,Cash Deposit,Branch,Cash Deposit,,,USA,19682.64,532946.41,true,ALERT-2025-00843
TXN-001059,ACC-0041,CUST-0016,2025-11-10,16:08:23,Cash Deposit,Branch,Cash Deposit,,,USA,22345.00,555291.41,true,ALERT-2025-00841
TXN-001060,ACC-0040,CUST-0016,2025-11-10,16:37:32,Cash Deposit,Branch,Cash Deposit,,,USA,19942.55,680558.68,true,ALERT-2025-00844
TXN-001061,ACC-0004,CUST-0002,2025-11-10,17:00:35,ACH Debit,ACH,Mortgage or Rent Payment,Riverstone Mortgage Servicing,Atlantic Correspondent Bank,USA,2293.77,550703.00,false,
TXN-001062,ACC-0042,CUST-0016,2025-11-10,17:09:30,Wire Debit,Wire,Outgoing Wire Transfer,Gateway Settlement Partners,Gateway National Bank,USA,80419.87,970688.79,true,ALERT-2025-00838
TXN-001063,ACC-0044,CUST-0017,2025-11-11,11:17:46,Wire Debit,Wire,Outgoing Wire Transfer,NorthBridge Capital LLC,Gateway National Bank,USA,47847.10,3418315.12,true,ALERT-2025-00872
TXN-001064,ACC-0047,CUST-0017,2025-11-12,09:19:22,Wire Debit,Wire,Counterparty Screening Match,Kaveh Mohammadi,Atlantic Correspondent Bank,USA,9386.07,1699852.53,true,ALERT-2025-00858
TXN-001065,ACC-0044,CUST-0017,2025-11-12,13:48:07,Wire Debit,Wire,International Wire Transfer,Lahore Machinery Works,Lahore Exchange Bank,Pakistan,75164.02,3343151.10,true,ALERT-2025-00866
TXN-001066,ACC-0046,CUST-0017,2025-11-12,14:25:56,Wire Debit,Wire,Outgoing Wire Transfer,Continental Payment Hub,Metro Regional Bank,USA,56143.82,800301.22,true,ALERT-2025-00867
TXN-001067,ACC-0044,CUST-0017,2025-11-12,15:22:37,Wire Debit,Wire,Outgoing Wire Transfer,Continental Payment Hub,Gateway National Bank,USA,87211.12,3255939.98,true,ALERT-2025-00861
