alert_id,customer_id,account_id,scenario,priority,alert_status,assigned_to,team,amount,risk_score,sla_days,created_at,sla_due_date,disposition,closed_at
ALERT-2025-00473,CUST-0010,ACC-0024,Watchlist Hit,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,73015.53,62,7,2025-07-25,2025-08-01,False Positive,2025-07-26
ALERT-2025-00474,CUST-0010,ACC-0024,Watchlist Hit,High,In Progress,Neha Iyer,T1 Monitoring,53495.27,97,204,2025-08-13,2026-03-05,,
ALERT-2025-00475,CUST-0010,ACC-0024,Watchlist Hit,Medium,Closed — False Positive,Rohit Mehta,T1 Monitoring,52395.77,68,7,2025-07-26,2025-08-02,False Positive,2025-07-26
ALERT-2025-00476,CUST-0011,ACC-0027,Structuring,High,Escalated - SAR,Olivia Brown,T2 Investigations,9778.07,87,376,2025-02-03,2026-02-14,,
ALERT-2025-00477,CUST-0011,ACC-0027,Cash Intensive,Low,Closed — False Positive,Priya Nair,T1 Monitoring,38328.36,28,15,2025-07-26,2025-08-10,False Positive,2025-08-09
ALERT-2025-00478,CUST-0011,ACC-0027,Structuring,Medium,Not Started,Vikram Sinha,T1 Monitoring,8555.46,43,233,2025-05-31,2026-01-19,,
ALERT-2025-00479,CUST-0011,ACC-0027,Cash Intensive,Medium,Not Started,Rohit Mehta,T1 Monitoring,44095.59,49,170,2025-08-30,2026-02-16,,
ALERT-2025-00480,CUST-0011,ACC-0027,Structuring,Medium,Not Started,Arjun Sharma,T1 Monitoring,9340.56,58,181,2025-10-26,2026-04-25,,
ALERT-2025-00481,CUST-0011,ACC-0027,Structuring,Low,Closed — False Positive,Neha Iyer,T1 Monitoring,8791.48,23,15,2025-07-27,2025-08-11,False Positive,2025-07-31
ALERT-2025-00482,CUST-0011,ACC-0027,Structuring,Medium,Not Started,Priya Nair,T1 Monitoring,9220.05,40,214,2025-06-10,2026-01-10,,
ALERT-2025-00483,CUST-0011,ACC-0027,Structuring,Low,Closed — False Positive,Arjun Sharma,T1 Monitoring,8599.64,32,15,2025-07-28,2025-08-12,False Positive,2025-08-05
ALERT-2025-00484,CUST-0011,ACC-0027,Structuring,High,Escalated - SAR,Hannah Louise,T2 Investigations,9238.02,99,350,2025-02-05,2026-01-21,,
ALERT-2025-00485,CUST-0011,ACC-0027,Structuring,High,Escalated - L2,Marie Davis,T2 Investigations,9450.53,95,378,2025-01-17,2026-01-30,,
ALERT-2025-00486,CUST-0011,ACC-0027,Structuring,Low,Closed — False Positive,Arjun Sharma,T1 Monitoring,8878.66,32,15,2025-07-29,2025-08-13,False Positive,2025-08-06
ALERT-2025-00487,CUST-0011,ACC-0027,Structuring,Medium,Not Started,Arjun Sharma,T1 Monitoring,9606.49,51,186,2025-10-02,2026-04-06,,
ALERT-2025-00488,CUST-0011,ACC-0027,Structuring,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,9356.40,23,15,2025-07-29,2025-08-13,False Positive,2025-08-08
ALERT-2025-00489,CUST-0011,ACC-0027,Structuring,Low,Closed — False Positive,Priya Nair,T1 Monitoring,8769.63,28,15,2025-07-29,2025-08-13,False Positive,2025-08-07
ALERT-2025-00490,CUST-0011,ACC-0027,Cash Intensive,Low,Closed — False Positive,Vikram Sinha,T1 Monitoring,31313.54,29,15,2025-07-29,2025-08-13,False Positive,2025-08-10
ALERT-2025-00491,CUST-0011,ACC-0027,Cash Intensive,High,Completed,Robert Wright,T1 Monitoring,41965.56,97,339,2025-02-10,2026-01-15,Resolved,2026-01-01
ALERT-2025-00492,CUST-0011,ACC-0027,Cash Intensive,Medium,In Progress,Priya Nair,T1 Monitoring,32368.22,49,190,2025-07-12,2026-01-18,,
ALERT-2025-00493,CUST-0011,ACC-0027,Cash Intensive,Low,Closed — False Positive,Arjun Sharma,T1 Monitoring,38960.29,16,15,2025-07-30,2025-08-14,False Positive,2025-08-11
ALERT-2025-00494,CUST-0011,ACC-0027,Cash Intensive,High,Escalated - SAR,Hannah Louise,T2 Investigations,37077.55,91,339,2025-03-14,2026-02-16,,
ALERT-2025-00495,CUST-0011,ACC-0027,Cash Intensive,Medium,In Progress,Arjun Sharma,T1 Monitoring,29704.04,58,239,2025-05-22,2026-01-16,,
ALERT-2025-00496,CUST-0011,ACC-0027,Cash Intensive,Medium,In Progress,Neha Iyer,T1 Monitoring,24575.28,65,198,2025-07-10,2026-01-24,,
ALERT-2025-00497,CUST-0011,ACC-0027,Structuring,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,9509.15,31,15,2025-07-30,2025-08-14,False Positive,2025-08-12
ALERT-2025-00498,CUST-0011,ACC-0027,Structuring,Low,Completed,Neha Iyer,T1 Monitoring,9089.57,20,15,2025-07-30,2025-08-14,Resolved,2025-07-26
ALERT-2025-00499,CUST-0011,ACC-0027,Structuring,Medium,Not Started,Rohit Mehta,T1 Monitoring,9589.05,61,234,2025-07-01,2026-02-20,,
ALERT-2025-00500,CUST-0011,ACC-0027,Structuring,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,9627.59,36,15,2025-07-31,2025-08-15,False Positive,2025-08-14
ALERT-2025-00501,CUST-0011,ACC-0027,Structuring,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,8906.73,34,15,2025-07-31,2025-08-15,False Positive,2025-08-07
ALERT-2025-00502,CUST-0011,ACC-0027,Structuring,Low,Closed — False Positive,Arjun Sharma,T1 Monitoring,8911.65,29,15,2025-07-31,2025-08-15,False Positive,2025-08-05
ALERT-2025-00503,CUST-0011,ACC-0027,Structuring,High,Escalated - L2,Marie Davis,T2 Investigations,8678.10,95,345,2025-03-16,2026-02-24,,
ALERT-2025-00504,CUST-0011,ACC-0027,Structuring,Medium,In Progress,Arjun Sharma,T1 Monitoring,8710.39,52,173,2025-08-01,2026-01-21,,
ALERT-2025-00505,CUST-0011,ACC-0027,Cash Intensive,Low,Closed — False Positive,Arjun Sharma,T1 Monitoring,40157.00,25,15,2025-08-01,2025-08-16,False Positive,2025-08-08
ALERT-2025-00506,CUST-0012,ACC-0028,Watchlist Hit,High,Escalated - SAR,Olivia Brown,T2 Investigations,44211.60,92,388,2025-01-17,2026-02-09,,
ALERT-2025-00507,CUST-0012,ACC-0028,Watchlist Hit,Medium,Not Started,Rohit Mehta,T1 Monitoring,12807.43,51,202,2025-06-30,2026-01-18,,
ALERT-2025-00508,CUST-0012,ACC-0028,Watchlist Hit,Medium,Closed — False Positive,Rohit Mehta,T1 Monitoring,67205.91,68,7,2025-08-02,2025-08-09,False Positive,2025-08-05
ALERT-2025-00509,CUST-0012,ACC-0028,High Risk Country,Medium,In Progress,Robert Wright,T1 Monitoring,37147.63,44,177,2025-07-17,2026-01-10,,
ALERT-2025-00510,CUST-0012,ACC-0028,Watchlist Hit,High,Escalated - L2,Marie Davis,T2 Investigations,72599.95,75,361,2025-01-28,2026-01-24,,
ALERT-2025-00511,CUST-0012,ACC-0028,Watchlist Hit,High,In Progress,Robert Wright,T1 Monitoring,62093.04,93,181,2025-08-08,2026-02-05,,
ALERT-2025-00512,CUST-0012,ACC-0028,Watchlist Hit,Medium,Closed — False Positive,Vikram Sinha,T1 Monitoring,73543.55,58,7,2025-08-04,2025-08-11,False Positive,2025-08-07
ALERT-2025-00513,CUST-0012,ACC-0028,High Risk Country,Medium,Closed — False Positive,Neha Iyer,T1 Monitoring,67736.80,45,7,2025-08-04,2025-08-11,False Positive,2025-08-05
ALERT-2025-00514,CUST-0012,ACC-0028,Watchlist Hit,High,In Progress,Vikram Sinha,T1 Monitoring,25472.65,89,225,2025-06-29,2026-02-09,,
ALERT-2025-00515,CUST-0012,ACC-0028,Watchlist Hit,Medium,Closed — False Positive,Neha Iyer,T1 Monitoring,66867.06,58,7,2025-08-05,2025-08-12,False Positive,2025-08-06
ALERT-2025-00516,CUST-0012,ACC-0028,Watchlist Hit,Medium,Not Started,Vikram Sinha,T1 Monitoring,39602.26,61,168,2025-07-26,2026-01-10,,
ALERT-2025-00517,CUST-0012,ACC-0028,Watchlist Hit,Medium,Closed — False Positive,Vikram Sinha,T1 Monitoring,17534.78,52,7,2025-08-07,2025-08-14,False Positive,2025-08-10
ALERT-2025-00518,CUST-0012,ACC-0028,High Risk Country,Medium,In Progress,Vikram Sinha,T1 Monitoring,53947.57,52,183,2025-08-07,2026-02-06,,
ALERT-2025-00519,CUST-0012,ACC-0028,Watchlist Hit,Medium,Closed — False Positive,Priya Nair,T1 Monitoring,78965.75,49,7,2025-08-08,2025-08-15,False Positive,2025-08-11
ALERT-2025-00520,CUST-0012,ACC-0028,Watchlist Hit,High,Escalated - L2,Cassian Jude,T2 Investigations,45745.64,73,343,2025-02-15,2026-01-24,,
ALERT-2025-00521,CUST-0012,ACC-0028,High Risk Country,High,Escalated - SAR,Marie Davis,T2 Investigations,35436.48,83,346,2025-02-09,2026-01-21,,
ALERT-2025-00522,CUST-0012,ACC-0028,Watchlist Hit,High,In Progress,Robert Wright,T1 Monitoring,40711.46,94,166,2025-10-11,2026-03-26,,
ALERT-2025-00523,CUST-0012,ACC-0028,High Risk Country,Medium,Closed — False Positive,Neha Iyer,T1 Monitoring,66358.04,60,7,2025-08-09,2025-08-16,False Positive,2025-08-09
ALERT-2025-00524,CUST-0012,ACC-0028,High Risk Country,Medium,In Progress,Priya Nair,T1 Monitoring,62408.53,68,227,2025-08-23,2026-04-07,,
ALERT-2025-00525,CUST-0012,ACC-0028,Watchlist Hit,Medium,Not Started,Rohit Mehta,T1 Monitoring,28308.05,53,202,2025-07-25,2026-02-12,,
ALERT-2025-00526,CUST-0012,ACC-0028,Watchlist Hit,Medium,Not Started,Rohit Mehta,T1 Monitoring,52386.14,53,157,2025-09-05,2026-02-09,,
ALERT-2025-00527,CUST-0012,ACC-0028,Watchlist Hit,Medium,Unassigned,,,91832.95,40,182,2025-10-24,2026-04-24,,
ALERT-2025-00528,CUST-0012,ACC-0028,High Risk Country,Medium,Unassigned,,,66461.05,48,222,2025-08-21,2026-03-31,,
ALERT-2025-00529,CUST-0012,ACC-0028,High Risk Country,Medium,Closed — False Positive,Rohit Mehta,T1 Monitoring,31636.86,56,7,2025-08-12,2025-08-19,False Positive,2025-08-15
ALERT-2025-00530,CUST-0012,ACC-0028,Watchlist Hit,Medium,Closed — False Positive,Vikram Sinha,T1 Monitoring,20305.48,40,7,2025-08-13,2025-08-20,False Positive,2025-08-14
ALERT-2025-00531,CUST-0012,ACC-0028,High Risk Country,Medium,Closed — False Positive,Robert Wright,T1 Monitoring,30175.03,54,7,2025-08-14,2025-08-21,False Positive,2025-08-19
ALERT-2025-00532,CUST-0012,ACC-0028,High Risk Country,Medium,Closed — False Positive,Arjun Sharma,T1 Monitoring,27862.38,51,7,2025-08-14,2025-08-21,False Positive,2025-08-17
ALERT-2025-00533,CUST-0012,ACC-0028,Watchlist Hit,Medium,Closed — False Positive,Neha Iyer,T1 Monitoring,39952.55,64,7,2025-08-14,2025-08-21,False Positive,2025-08-18
ALERT-2025-00534,CUST-0012,ACC-0028,Watchlist Hit,High,In Progress,Neha Iyer,T1 Monitoring,70629.18,93,202,2025-07-18,2026-02-05,,
ALERT-2025-00535,CUST-0012,ACC-0028,Watchlist Hit,Medium,Closed — False Positive,Priya Nair,T1 Monitoring,91669.32,40,7,2025-08-14,2025-08-21,False Positive,2025-08-19
ALERT-2025-00536,CUST-0013,ACC-0030,Cash Intensive,Medium,In Progress,Neha Iyer,T1 Monitoring,39287.92,66,221,2025-08-15,2026-03-24,,
ALERT-2025-00537,CUST-0013,ACC-0032,Cash Intensive,Medium,In Progress,Arjun Sharma,T1 Monitoring,42904.44,51,156,2025-11-19,2026-04-24,,
ALERT-2025-00538,CUST-0013,ACC-0030,Structuring,Medium,In Progress,Robert Wright,T1 Monitoring,8608.20,53,184,2025-09-11,2026-03-14,,
ALERT-2025-00539,CUST-0013,ACC-0031,Cash Intensive,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,22003.97,28,15,2025-08-17,2025-09-01,False Positive,2025-08-24
ALERT-2025-00540,CUST-0013,ACC-0030,Cash Intensive,Medium,Unassigned,,,32037.20,66,202,2025-08-03,2026-02-21,,
ALERT-2025-00541,CUST-0013,ACC-0032,Structuring,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,9348.28,34,15,2025-08-17,2025-09-01,False Positive,2025-08-19
ALERT-2025-00542,CUST-0013,ACC-0032,Cash Intensive,Low,Closed — False Positive,Vikram Sinha,T1 Monitoring,38435.17,29,15,2025-08-17,2025-09-01,False Positive,2025-08-23
ALERT-2025-00543,CUST-0013,ACC-0031,Cash Intensive,Medium,In Progress,Neha Iyer,T1 Monitoring,29142.78,44,185,2025-09-16,2026-03-20,,
ALERT-2025-00544,CUST-0013,ACC-0030,Cash Intensive,High,Escalated - SAR,Olivia Brown,T2 Investigations,18398.06,98,338,2025-06-03,2026-05-07,,
ALERT-2025-00545,CUST-0013,ACC-0031,Structuring,Medium,In Progress,Rohit Mehta,T1 Monitoring,8537.94,53,149,2025-08-17,2026-01-13,,
ALERT-2025-00546,CUST-0013,ACC-0030,Structuring,Low,Closed — False Positive,Vikram Sinha,T1 Monitoring,8888.18,36,15,2025-08-18,2025-09-02,False Positive,2025-08-19
ALERT-2025-00547,CUST-0013,ACC-0032,Structuring,Medium,Not Started,Neha Iyer,T1 Monitoring,9825.33,69,163,2025-11-08,2026-04-20,,
ALERT-2025-00548,CUST-0013,ACC-0031,Structuring,Low,Completed,Rohit Mehta,T1 Monitoring,9098.63,35,15,2025-08-19,2025-09-03,Resolved,2025-08-25
ALERT-2025-00549,CUST-0013,ACC-0030,Structuring,Medium,Unassigned,,,9847.23,51,170,2025-09-16,2026-03-05,,
ALERT-2025-00550,CUST-0013,ACC-0032,Cash Intensive,Medium,In Progress,Arjun Sharma,T1 Monitoring,19283.97,53,155,2025-11-02,2026-04-06,,
ALERT-2025-00551,CUST-0013,ACC-0032,Structuring,Low,Closed — False Positive,Arjun Sharma,T1 Monitoring,8671.88,25,15,2025-08-21,2025-09-05,False Positive,2025-08-25
ALERT-2025-00552,CUST-0013,ACC-0031,Structuring,Low,Closed — False Positive,Priya Nair,T1 Monitoring,9437.66,21,15,2025-08-22,2025-09-06,False Positive,2025-09-02
ALERT-2025-00553,CUST-0013,ACC-0030,Structuring,Low,Closed — False Positive,Vikram Sinha,T1 Monitoring,9131.86,17,15,2025-08-22,2025-09-06,False Positive,2025-08-22
ALERT-2025-00554,CUST-0013,ACC-0032,Structuring,Medium,In Progress,Robert Wright,T1 Monitoring,9701.64,65,202,2025-06-22,2026-01-10,,
ALERT-2025-00555,CUST-0013,ACC-0031,Structuring,High,Escalated - SAR,Hannah Louise,T2 Investigations,9847.81,98,341,2025-04-04,2026-03-11,,
ALERT-2025-00556,CUST-0013,ACC-0030,Structuring,Low,Closed — False Positive,Vikram Sinha,T1 Monitoring,9351.08,24,15,2025-08-23,2025-09-07,False Positive,2025-08-25
ALERT-2025-00557,CUST-0013,ACC-0032,Structuring,Low,Closed — False Positive,Arjun Sharma,T1 Monitoring,9878.31,25,15,2025-08-23,2025-09-07,False Positive,2025-08-25
ALERT-2025-00558,CUST-0013,ACC-0031,Structuring,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,9698.58,16,15,2025-08-24,2025-09-08,False Positive,2025-09-07
ALERT-2025-00559,CUST-0013,ACC-0030,Structuring,Low,Closed — False Positive,Priya Nair,T1 Monitoring,8613.63,15,15,2025-08-24,2025-09-08,False Positive,2025-08-30
ALERT-2025-00560,CUST-0013,ACC-0031,Cash Intensive,Medium,In Progress,Robert Wright,T1 Monitoring,30841.60,60,162,2025-08-30,2026-02-08,,
ALERT-2025-00561,CUST-0013,ACC-0030,Cash Intensive,Low,Closed — False Positive,Robert Wright,T1 Monitoring,33049.02,26,15,2025-08-24,2025-09-08,False Positive,2025-09-01
ALERT-2025-00562,CUST-0013,ACC-0032,Cash Intensive,Low,Closed — False Positive,Neha Iyer,T1 Monitoring,34712.19,34,15,2025-08-24,2025-09-08,False Positive,2025-09-02
ALERT-2025-00563,CUST-0013,ACC-0031,Cash Intensive,Low,Closed — False Positive,Robert Wright,T1 Monitoring,29447.71,26,15,2025-08-24,2025-09-08,False Positive,2025-08-25
ALERT-2025-00564,CUST-0013,ACC-0032,Structuring,Low,Closed — False Positive,Robert Wright,T1 Monitoring,9774.39,25,15,2025-08-25,2025-09-09,False Positive,2025-08-28
ALERT-2025-00565,CUST-0013,ACC-0030,Cash Intensive,Low,Closed — False Positive,Neha Iyer,T1 Monitoring,27531.78,32,15,2025-08-25,2025-09-09,False Positive,2025-08-29
ALERT-2025-00566,CUST-0013,ACC-0032,Cash Intensive,High,Escalated - SAR,Olivia Brown,T2 Investigations,43616.14,100,350,2025-03-12,2026-02-25,,
ALERT-2025-00567,CUST-0013,ACC-0031,Structuring,Low,Closed — False Positive,Vikram Sinha,T1 Monitoring,8766.80,17,15,2025-08-26,2025-09-10,False Positive,2025-08-28
ALERT-2025-00568,CUST-0013,ACC-0031,Cash Intensive,Low,Closed — False Positive,Robert Wright,T1 Monitoring,18862.09,36,15,2025-08-27,2025-09-11,False Positive,2025-09-09
ALERT-2025-00569,CUST-0013,ACC-0030,Watchlist Hit,Medium,Closed — False Positive,Rohit Mehta,T1 Monitoring,90715.32,49,7,2025-08-27,2025-09-03,False Positive,2025-08-31
ALERT-2025-00570,CUST-0013,ACC-0030,Cash Intensive,Medium,In Progress,Vikram Sinha,T1 Monitoring,40077.47,49,168,2025-08-10,2026-01-25,,
ALERT-2025-00571,CUST-0013,ACC-0030,Structuring,High,Escalated - L2,Olivia Brown,T2 Investigations,9645.61,84,404,2025-03-09,2026-04-17,,
ALERT-2025-00572,CUST-0013,ACC-0032,Structuring,Low,Closed — False Positive,Priya Nair,T1 Monitoring,9458.26,20,15,2025-08-27,2025-09-11,False Positive,2025-09-07
ALERT-2025-00573,CUST-0013,ACC-0031,Structuring,Low,Completed,Neha Iyer,T1 Monitoring,9138.29,19,15,2025-08-27,2025-09-11,Resolved,2025-09-04
ALERT-2025-00574,CUST-0013,ACC-0032,Cash Intensive,High,Escalated - L2,Marie Davis,T2 Investigations,35173.21,89,335,2025-06-10,2026-05-11,,
ALERT-2025-00575,CUST-0013,ACC-0030,Structuring,Low,Closed — False Positive,Robert Wright,T1 Monitoring,8506.18,30,15,2025-08-28,2025-09-12,False Positive,2025-09-01
ALERT-2025-00576,CUST-0013,ACC-0031,Cash Intensive,High,Escalated - SAR,Hannah Louise,T2 Investigations,22990.63,82,355,2025-03-03,2026-02-21,,
ALERT-2025-00577,CUST-0013,ACC-0032,Structuring,Medium,Not Started,Priya Nair,T1 Monitoring,9406.34,56,140,2025-09-24,2026-02-11,,
ALERT-2025-00578,CUST-0013,ACC-0031,Structuring,Low,Closed — False Positive,Arjun Sharma,T1 Monitoring,8916.74,25,15,2025-08-28,2025-09-12,False Positive,2025-09-02
ALERT-2025-00579,CUST-0013,ACC-0030,Structuring,Low,Closed — False Positive,Priya Nair,T1 Monitoring,9608.74,23,15,2025-08-28,2025-09-12,False Positive,2025-09-09
ALERT-2025-00580,CUST-0013,ACC-0032,Structuring,High,Escalated - SAR,Hannah Louise,T2 Investigations,9455.11,98,367,2025-01-25,2026-01-27,,
ALERT-2025-00581,CUST-0013,ACC-0030,Cash Intensive,High,Escalated - SAR,Olivia Brown,T2 Investigations,27364.92,95,361,2025-02-18,2026-02-14,,
ALERT-2025-00582,CUST-0013,ACC-0031,Structuring,Low,Closed — False Positive,Neha Iyer,T1 Monitoring,8804.18,15,15,2025-08-28,2025-09-12,False Positive,2025-09-11
ALERT-2025-00583,CUST-0013,ACC-0030,Structuring,Medium,Unassigned,,,9684.49,44,168,2025-09-07,2026-02-22,,
ALERT-2025-00584,CUST-0013,ACC-0032,Structuring,Low,Closed — False Positive,Neha Iyer,T1 Monitoring,9571.36,15,15,2025-08-29,2025-09-13,False Positive,2025-09-02
ALERT-2025-00585,CUST-0013,ACC-0031,Structuring,High,Escalated - L2,Olivia Brown,T2 Investigations,8882.54,76,341,2025-03-13,2026-02-17,,
ALERT-2025-00586,CUST-0013,ACC-0032,Cash Intensive,Medium,Not Started,Vikram Sinha,T1 Monitoring,21322.61,62,165,2025-08-10,2026-01-22,,
ALERT-2025-00587,CUST-0013,ACC-0030,Structuring,Medium,Not Started,Rohit Mehta,T1 Monitoring,8699.45,46,157,2025-10-20,2026-03-26,,
ALERT-2025-00588,CUST-0013,ACC-0032,Structuring,Low,Closed — False Positive,Neha Iyer,T1 Monitoring,8784.51,33,15,2025-08-30,2025-09-14,False Positive,2025-09-12
ALERT-2025-00589,CUST-0013,ACC-0031,Structuring,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,8734.02,17,15,2025-09-01,2025-09-16,False Positive,2025-09-15
ALERT-2025-00590,CUST-0013,ACC-0030,Structuring,Low,Closed — False Positive,Priya Nair,T1 Monitoring,9476.91,21,15,2025-09-01,2025-09-16,False Positive,2025-09-14
ALERT-2025-00591,CUST-0013,ACC-0030,Watchlist Hit,High,Completed,Neha Iyer,T1 Monitoring,89834.57,93,355,2025-02-16,2026-02-06,Resolved,2026-01-18
ALERT-2025-00592,CUST-0013,ACC-0032,Structuring,Medium,In Progress,Priya Nair,T1 Monitoring,9639.84,55,181,2025-12-01,2026-05-31,,
ALERT-2025-00593,CUST-0013,ACC-0031,Structuring,Low,Closed — False Positive,Vikram Sinha,T1 Monitoring,9763.79,31,15,2025-09-01,2025-09-16,False Positive,2025-09-05
ALERT-2025-00594,CUST-0013,ACC-0030,Structuring,Medium,Not Started,Vikram Sinha,T1 Monitoring,9293.00,64,185,2025-08-12,2026-02-13,,
ALERT-2025-00595,CUST-0013,ACC-0032,Structuring,High,Escalated - L2,Cassian Jude,T2 Investigations,8930.37,83,387,2025-03-16,2026-04-07,,
ALERT-2025-00596,CUST-0013,ACC-0031,Structuring,Medium,In Progress,Rohit Mehta,T1 Monitoring,9896.15,52,175,2025-08-03,2026-01-25,,
ALERT-2025-00597,CUST-0013,ACC-0030,Structuring,Medium,Unassigned,,,9226.19,49,148,2025-09-04,2026-01-30,,
ALERT-2025-00598,CUST-0013,ACC-0032,Structuring,Medium,In Progress,Neha Iyer,T1 Monitoring,9659.52,68,154,2025-08-13,2026-01-14,,
ALERT-2025-00599,CUST-0013,ACC-0031,Structuring,Medium,Not Started,Neha Iyer,T1 Monitoring,9459.76,45,140,2025-08-24,2026-01-11,,
ALERT-2025-00600,CUST-0013,ACC-0031,Cash Intensive,Low,Closed — False Positive,Neha Iyer,T1 Monitoring,31820.15,27,15,2025-09-03,2025-09-18,False Positive,2025-09-14
ALERT-2025-00601,CUST-0013,ACC-0030,Watchlist Hit,Medium,Closed — False Positive,Vikram Sinha,T1 Monitoring,19800.86,58,7,2025-09-03,2025-09-10,False Positive,2025-09-09
ALERT-2025-00602,CUST-0013,ACC-0030,Structuring,High,Escalated - L2,Hannah Louise,T2 Investigations,8934.77,73,338,2025-06-06,2026-05-10,,
ALERT-2025-00603,CUST-0013,ACC-0030,Watchlist Hit,Medium,Closed — False Positive,Rohit Mehta,T1 Monitoring,39441.65,66,7,2025-09-04,2025-09-11,False Positive,2025-09-04
ALERT-2025-00604,CUST-0013,ACC-0030,Cash Intensive,Medium,In Progress,Robert Wright,T1 Monitoring,27790.63,67,130,2026-01-06,2026-05-16,,
ALERT-2025-00605,CUST-0013,ACC-0032,Structuring,Low,Closed — False Positive,Arjun Sharma,T1 Monitoring,9199.89,32,15,2025-09-06,2025-09-21,False Positive,2025-09-14
ALERT-2025-00606,CUST-0013,ACC-0030,Watchlist Hit,Medium,Not Started,Arjun Sharma,T1 Monitoring,56577.96,45,148,2025-09-04,2026-01-30,,
ALERT-2025-00607,CUST-0013,ACC-0031,Structuring,Medium,In Progress,Vikram Sinha,T1 Monitoring,8993.70,60,149,2025-09-01,2026-01-28,,
ALERT-2025-00608,CUST-0013,ACC-0030,Structuring,Low,Closed — False Positive,Priya Nair,T1 Monitoring,8789.79,26,15,2025-09-06,2025-09-21,False Positive,2025-09-17
ALERT-2025-00609,CUST-0013,ACC-0032,Cash Intensive,High,Completed,Robert Wright,T1 Monitoring,23882.11,87,360,2025-02-16,2026-02-11,Resolved,2026-01-27
ALERT-2025-00610,CUST-0013,ACC-0032,Structuring,High,Completed,Rohit Mehta,T1 Monitoring,8960.72,92,394,2025-02-16,2026-03-17,Resolved,2026-03-03
ALERT-2025-00611,CUST-0013,ACC-0031,Structuring,Low,Closed — False Positive,Priya Nair,T1 Monitoring,9273.19,39,15,2025-09-07,2025-09-22,False Positive,2025-09-16
ALERT-2025-00612,CUST-0013,ACC-0030,Structuring,Low,Closed — False Positive,Rohit Mehta,T1 Monitoring,9329.99,18,15,2025-09-07,2025-09-22,False Positive,2025-09-19
ALERT-2025-00613,CUST-0013,ACC-0031,Cash Intensive,High,Escalated - SAR,Marie Davis,T2 Investigations,38754.05,86,337,2025-03-22,2026-02-22,,
ALERT-2025-00614,CUST-0013,ACC-0030,Cash Intensive,Medium,Unassigned,,,37407.26,48,133,2025-09-07,2026-01-18,,
ALERT-2025-00615,CUST-0013,ACC-0032,Structuring,Low,Closed — False Positive,Arjun Sharma,T1 Monitoring,8965.45,30,15,2025-09-07,2025-09-22,False Positive,2025-09-13
ALERT-2025-00616,CUST-0014,ACC-0033,High Risk Country,Medium,Not Started,Arjun Sharma,T1 Monitoring,35413.86,56,143,2025-12-07,2026-04-29,,
ALERT-2025-00617,CUST-0014,ACC-0035,High Risk Country,Medium,Closed — False Positive,Rohit Mehta,T1 Monitoring,45604.11,53,7,2025-09-08,2025-09-15,False Positive,2025-09-12
ALERT-2025-00618,CUST-0014,ACC-0036,High Risk Country,High,In Progress,Vikram Sinha,T1 Monitoring,35008.77,92,154,2025-08-13,2026-01-14,,
ALERT-2025-00619,CUST-0014,ACC-0033,High Risk Country,Medium,Closed — False Positive,Arjun Sharma,T1 Monitoring,46592.05,41,7,2025-09-08,2025-09-15,False Positive,2025-09-12
ALERT-2025-00620,CUST-0014,ACC-0035,High Risk Country,Medium,Closed — False Positive,Neha Iyer,T1 Monitoring,53609.46,54,7,2025-09-08,2025-09-15,False Positive,2025-09-13
ALERT-2025-00621,CUST-0014,ACC-0036,High Risk Country,Medium,Closed — False Positive,Priya Nair,T1 Monitoring,69020.18,51,7,2025-09-09,2025-09-16,False Positive,2025-09-09
ALERT-2025-00622,CUST-0014,ACC-0033,Watchlist Hit,High,Escalated - L2,Cassian Jude,T2 Investigations,74119.17,74,330,2025-06-26,2026-05-22,,
ALERT-2025-00623,CUST-0014,ACC-0033,High Risk Country,Medium,Closed — False Positive,Rohit Mehta,T1 Monitoring,30998.56,59,7,2025-09-09,2025-09-16,False Positive,2025-09-12
ALERT-2025-00624,CUST-0014,ACC-0035,Trade Based ML,Medium,In Progress,Rohit Mehta,T1 Monitoring,60000.00,49,141,2025-11-16,2026-04-06,,
ALERT-2025-00625,CUST-0014,ACC-0035,High Risk Country,Medium,Not Started,Arjun Sharma,T1 Monitoring,61435.76,43,145,2025-09-02,2026-01-25,,
ALERT-2025-00626,CUST-0014,ACC-0033,Trade Based ML,Medium,Not Started,Vikram Sinha,T1 Monitoring,75000.00,48,140,2025-11-08,2026-03-28,,
ALERT-2025-00627,CUST-0014,ACC-0036,Trade Based ML,Low,Closed — False Positive,Vikram Sinha,T1 Monitoring,75000.00,32,15,2025-09-10,2025-09-25,False Positive,2025-09-18
ALERT-2025-00628,CUST-0014,ACC-0036,High Risk Country,High,In Progress,Rohit Mehta,T1 Monitoring,49949.61,94,154,2025-12-25,2026-05-28,,
ALERT-2025-00629,CUST-0014,ACC-0033,High Risk Country,Medium,Closed — False Positive,Arjun Sharma,T1 Monitoring,77452.37,44,7,2025-09-11,2025-09-18,False Positive,2025-09-13
